"acceptedScientificName","taxa"
"Rinodina degeliana Coppins","lichens"
"Rinodina disjuncta Sheard & Tønsberg","lichens"
"Rinodina efflorescens Malme","lichens"
"Rinodina endophragmia I.M.Lamb, 1968","lichens"
"Rinodina exigua (Ach.) Gray","lichens"
"Rinodina fimbriata Körb.","lichens"
"Rinodina flavosoralifera Tønsberg","lichens"
"Rinodina gennarii Bagl.","lichens"
"Rinodina griseosoralifera Coppins","lichens"
"Rinodina insularis (Arnold) Hafellner","lichens"
"Rinodina interpolata (Stirt.) Sheard","lichens"
"Rinodina iodes H.Mayrhofer & Poelt","lichens"
"Rinodina isidioides (Borrer ex Hook. & Sowerby) H.Olivier","lichens"
"Rinodina laevigata (Ach.) Malme","lichens"
"Rinodina laxa H.Magn.","lichens"
"Rinodina lecanorina (A.Massal.) A.Massal.","lichens"
"Rinodina lignaria H.Magn.","lichens"
"Rinodina luridata (Körb.) H.Mayrhofer, Scheid. & Sheard","lichens"
"Rinodina luridescens (Anzi) Arnold","lichens"
"Rinodina malangica (Norman) Arnold","lichens"
"Rinodina metaboliza Vain.","lichens"
"Rinodina milvina (Wahlenb. ex Ach.) Th.Fr.","lichens"
"Rinodina mniaraea (Ach.) Körb.","lichens"
"Rinodina mucronatula H.Magn.","lichens"
"Rinodina occulta (Körb.) Sheard","lichens"
"Rinodina olivaceobrunnea C.W.Dodge & G.E.Baker, 1938","lichens"
"Rinodina oxydata (A.Massal.) A.Massal.","lichens"
"Rinodina parasitica H.Mayrhofer & Poelt","lichens"
"Rinodina phaeostigmella H.Magn.","lichens"
"Rinodina plana H.Magn.","lichens"
"Rinodina pyrina (Ach.) Arnold","lichens"
"Rinodina rinodinoides (Anzi) H.Mayrhofer & Scheid.","lichens"
"Rinodina roscida (Sommerf.) Arnold","lichens"
"Rinodina septentrionalis Malme","lichens"
"Rinodina sheardii Tønsberg","lichens"
"Rinodina sophodes (Ach.) A.Massal.","lichens"
"Rinodina subfusca H.Magn.","lichens"
"Rinodina teichophila (Nyl.) Arnold","lichens"
"Rinodina tephraspis (Nyl.) Herre","lichens"
"Rinodina turfacea (Wahlenb.) Körb.","lichens"
"Ropalospora hibernica (P.James & Poelt) Tønsberg","lichens"
"Ropalospora lugubris (Sommerf.) Poelt","lichens"
"Ropalospora viridis (Tønsberg) Tønsberg","lichens"
"Sagiolechia protuberans (Ach.) A.Massal.","lichens"
"Sagiolechia rhexoblephara (Nyl.) Zahlbr.","lichens"
"Sarcogyne algoviae H.Magn.","lichens"
"Sarcogyne clavus (DC.) Kremp.","lichens"
"Sarcogyne distinguenda Th.Fr.","lichens"
"Sarcogyne privigna (Ach.) A.Massal.","lichens"
"Sarcogyne regularis Körb.","lichens"
"Sarcosagium campestre (Fr.) Poetsch & Schied.","lichens"
"Schadonia fecunda (Th.Fr.) Vĕzda & Poelt","lichens"
"Schaereria cinereorufa (Schaer.) Th.Fr.","lichens"
"Schaereria corticola Muhr & Tønsberg","lichens"
"Schaereria fabispora Hertel & Zürn","lichens"
"Schaereria fuscocinerea (Nyl.) Clauzade & Cl.Roux","lichens"
"Schismatomma pericleum Branth & Rostr.","lichens"
"Schismatomma umbrinum (Coppins & P.James) P.M.Jørg. & Tønsberg","lichens"
"Sclerophora coniophaea (Norman) Mattsson & Middelb.","lichens"
"Sclerophora farinacea (Chevall.) Chevall.","lichens"
"Sclerophora nivea (J.F.Gmel.) Tibell","lichens"
"Sclerophora peronella (Ach.) Tibell","lichens"
"Scoliciosporum chlorococcum (Graewe ex Stenh.) Vĕzda","lichens"
"Scoliciosporum curvatum Sérus.","lichens"
"Scoliciosporum gallurae Vezda & Poelt","lichens"
"Scoliciosporum ophiosporum (Hellb.) Hav.","lichens"
"Scoliciosporum perpusillum J.Lahm ex Körb., 1861","lichens"
"Scoliciosporum sarothamni (Vain.) Vĕzda","lichens"
"Scoliciosporum umbrinum (Ach.) Arnold","lichens"
"Siphula ceratites (Wahlenb.) Fr.","lichens"
"Solenopsora vulturiensis A.Massal.","lichens"
"Solorina bispora Nyl.","lichens"
"Solorina crocea (L.) Ach.","lichens"
"Solorina octospora Arnold","lichens"
"Solorina saccata (L.) Ach.","lichens"
"Solorina spongiosa (Ach.) Anzi","lichens"
"Solorinella asteriscus Anzi","lichens"
"Sphaerophorus fragilis (L.) Pers.","lichens"
"Sphaerophorus globosus (Huds.) Vain.","lichens"
"Spilonema paradoxum Bornet","lichens"
"Spilonema revertens Nyl.","lichens"
"Sporastatia polyspora (Nyl.) Grummann","lichens"
"Sporastatia testudinea (Ach.) A.Massal.","lichens"
"Squamarina cartilaginea (With.) P.James","lichens"
"Squamarina degelii Poelt","lichens"
"Squamarina gypsacea (Sm.) Poelt","lichens"
"Squamarina lentigera (Weber) Poelt","lichens"
"Squamarina magnussonii Frey & Poelt","lichens"
"Squamarina pachylepidea (Hellb.) Poelt","lichens"
"Squamarina scopulorum Haugan & Timdal","lichens"
"Staurolemma omphalarioides (Anzi) P.M.Jørg. & Henssen","lichens"
"Staurothele areolata (Ach.) Lettau","lichens"
"Staurothele clopimoides (Arnold) J.Steiner","lichens"
"Staurothele fissa (Taylor) Zwackh","lichens"
"Staurothele frustulenta Vain.","lichens"
"Staurothele fuscocuprea (Nyl.) Zschacke","lichens"
"Staurothele hymenogonia (Nyl.) Th.Fr.","lichens"
"Staurothele rupifraga (A.Massal.) Arnold","lichens"
"Staurothele succedens (Rehm) Arnold","lichens"
"Steinia geophana (Nyl.) Stein","lichens"
"Stereocaulon alpinum Laurer","lichens"
"Stereocaulon arcticum Lynge","lichens"
"Stereocaulon arenarium (L.I.Savicz) I.M.Lamb","lichens"
"Stereocaulon botryosum Ach.","lichens"
"Stereocaulon capitellatum H.Magn.","lichens"
"Stereocaulon condensatum Hoffm.","lichens"
"Stereocaulon coniophyllum I.M.Lamb","lichens"
"Stereocaulon dactylophyllum Flörke","lichens"
"Stereocaulon delisei Bory ex Duby","lichens"
"Stereocaulon depressum (Frey) I.M.Lamb","lichens"
"Stereocaulon evolutum Graewe","lichens"
"Stereocaulon farinaceum H.Magn.","lichens"
"Stereocaulon glareosum (Savicz) H.Magn.","lichens"
"Stereocaulon grande (H.Magn.) H.Magn.","lichens"
"Stereocaulon incrustatum Flörke","lichens"
"Stereocaulon leucophaeopsis (Nyl.) P.James & Purvis","lichens"
"Stereocaulon nanodes Tuck.","lichens"
"Stereocaulon paschale (L.) Hoffm.","lichens"
"Stereocaulon pileatum Ach.","lichens"
"Stereocaulon rivulorum H.Magn.","lichens"
"Stereocaulon saxatile H.Magn.","lichens"
"Stereocaulon spathuliferum Vain.","lichens"
"Stereocaulon subcoralloides Nyl.","lichens"
"Stereocaulon subdenudatum Hav.","lichens"
"Stereocaulon symphycheilum I.M.Lamb","lichens"
"Stereocaulon tomentosum Fr.","lichens"
"Stereocaulon tornense (H.Magn.) P.James & Purvis","lichens"
"Stereocaulon vesuvianum Pers.","lichens"
"Sticta canariensis (Bory) Bory ex Delise","lichens"
"Sticta fuliginosa (With.) Ach.","lichens"
"Sticta limbata (Sm.) Ach.","lichens"
"Sticta sylvatica (Huds.) Ach.","lichens"
"Strangospora deplanata (Almq.) Clauzade & Cl.Roux","lichens"
"Strangospora microhaema (Norman) R.A.Anderson","lichens"
"Strangospora moriformis (Ach.) Stein","lichens"
"Strangospora pinicola (A.Massal.) Körb.","lichens"
"Strigula stigmatella (Ach.) R.C.Harris","lichens"
"Synalissa symphorea (Ach.) Nyl.","lichens"
"Tephromela aglaea (Sommerf.) Hertel & Rambold","lichens"
"Tephromela armeniaca (DC.) Hertel & Rambold","lichens"
"Tephromela atra (Huds.) Hafellner","lichens"
"Tephromela melaleuca (Sommerf.) Haugan & Timdal","lichens"
"Tephromela perlata Haugan & Timdal","lichens"
"Thamnolia vermicularis (Sw.) Schaer.","lichens"
"Thelenella modesta (Nyl.) Nyl.","lichens"
"Thelenella pertusariella (Nyl.) Vain.","lichens"
"Thelidium acrotellum Arnold","lichens"
"Thelidium aeneovinosum (Anzi) Arnold","lichens"
"Thelidium decipiens (Hepp) Kremp.","lichens"
"Thelidium incavatum Nyl. ex Mudd","lichens"
"Thelidium microbolum (Tuck.) Hasse","lichens"
"Thelidium minutulum Körb.","lichens"
"Thelidium papulare (Fr.) Arnold","lichens"
"Thelidium pluvium Orange","lichens"
"Thelidium pyrenophorum (Ach.) Mudd","lichens"
"Thelidium scotodes (Nyl.) Arnold","lichens"
"Thelidium sordidum Th.Fr.","lichens"
"Thelidium xyloderma Norman","lichens"
"Thelidium zwackhii (Hepp) A.Massal.","lichens"
"Thelignya lignyota (Wahlenb.) P.M.Jørg. & Henssen","lichens"
"Thelocarpon epibolum Nyl.","lichens"
"Thelocarpon impressellum Nyl.","lichens"
"Thelocarpon intermediellum Nyl.","lichens"
"Thelocarpon lichenicola (Fuckel) Poelt & Hafellner","lichens"
"Thelocarpon sphaerosporum H.Magn.","lichens"
"Thelomma ocellatum (Flot. ex Körb.) Tibell","lichens"
"Thelopsis flaveola Arnold","lichens"
"Thelopsis melathelia Nyl.","lichens"
"Thelopsis rubella Nyl.","lichens"
"Thelotrema lepadinum (Ach.) Ach.","lichens"
"Thelotrema monosporum Nyl.","lichens"
"Thelotrema petractoides P.M.Jørg. & Brodo","lichens"
"Thelotrema suecicum (H.Magn.) P.James","lichens"
"Thermutis velutina (Ach.) Flot.","lichens"
"Tholurna dissimilis (Norman) Norman","lichens"
"Thrombium ebeneum Norman","lichens"
"Thrombium epigaeum (Pers.) Wallr.","lichens"
"Thyrea confusa Henssen","lichens"
"Toninia alutacea (Anzi) Jatta","lichens"
"Toninia aromatica (Sm.) A.Massal.","lichens"
"Toninia athallina (Hepp) Timdal","lichens"
"Toninia candida (Weber) Th.Fr.","lichens"
"Toninia cinereovirens (Schaer.) A.Massal.","lichens"
"Toninia coelestina (Anzi) Vĕzda","lichens"
"Toninia cumulata (Sommerf.) Th.Fr.","lichens"
"Toninia nordlandica Th.Fr.","lichens"
"Toninia opuntioides (Vill.) Timdal","lichens"
"Toninia pennina (Schaer.) Gyeln.","lichens"
"Toninia philippea (Mont.) Timdal","lichens"
"Toninia physaroides (Opiz) Zahlbr.","lichens"
"Toninia rosulata (Anzi) H.Olivier","lichens"
"Toninia ruginosa (Tuck.) Herre","lichens"
"Toninia sculpturata (H.Magn.) Timdal","lichens"
"Toninia sedifolia (Scop.) Timdal","lichens"
"Toninia squalescens (Nyl.) Th.Fr.","lichens"
"Toninia squalida (Ach.) A.Massal.","lichens"
"Toninia taurica (Szatala) Oxner","lichens"
"Toninia thiopsora (Nyl.) H.Olivier","lichens"
"Toninia tristis (Th.Fr.) Th.Fr.","lichens"
"Toninia verrucarioides (Nyl.) Timdal","lichens"
"Trapelia coarctata (Turner) M.Choisy","lichens"
"Trapelia corticola Coppins & P.James","lichens"
"Trapelia involuta (Taylor) Hertel","lichens"
"Trapelia mooreana (Carroll) P.James","lichens"
"Trapelia obtegens (Th.Fr.) Hertel","lichens"
"Trapelia placodioides Coppins & P.James","lichens"
"Trapeliopsis flexuosa (Fr.) Coppins & P.James","lichens"
"Trapeliopsis gelatinosa (Flörke) Coppins & P.James","lichens"
"Trapeliopsis granulosa (Hoffm.) Lumbsch","lichens"
"Trapeliopsis percrenata (Nyl.) Gotth.Schneid.","lichens"
"Trapeliopsis pseudogranulosa Coppins & P.James","lichens"
"Trapeliopsis viridescens (J.F.Gmel.) Coppins & P.James","lichens"
"Trapeliopsis wallrothii (Flörke ex Spreng.) Hertel & Gotth.Schneid.","lichens"
"Tremolecia atrata (Ach.) Hertel","lichens"
"Trimmatothele perquisita (Norman) Norman ex Zahlbr.","lichens"
"Tylothallia biformigera (Leight.) P.James & H.Kilias","lichens"
"Umbilicaria aprina Nyl.","lichens"
"Umbilicaria arctica (Ach.) Nyl.","lichens"
"Umbilicaria cinereorufescens (Schaer.) Frey","lichens"
"Umbilicaria crustulosa (Ach.) Frey","lichens"
"Umbilicaria cylindrica (L.) Delise ex Duby","lichens"
"Umbilicaria decussata (Vill.) Zahlbr.","lichens"
"Umbilicaria dendrophora (Poelt) Hestmark","lichens"
"Umbilicaria deusta (L.) Baumg.","lichens"
"Umbilicaria havaasii Llano","lichens"
"Umbilicaria hirsuta (Sw. ex Westr.) Hoffm.","lichens"
"Umbilicaria hyperborea (Ach.) Hoffm.","lichens"
"Umbilicaria leiocarpa DC.","lichens"
"Umbilicaria lyngei Schol.","lichens"
"Umbilicaria nylanderiana (Zahlbr.) H.Magn.","lichens"
"Umbilicaria polyphylla (L.) Baumg.","lichens"
"Umbilicaria polyrrhiza (L.) Fr.","lichens"
"Umbilicaria proboscidea (L.) Schrad.","lichens"
"Umbilicaria rigida (Du Rietz) Frey","lichens"
"Umbilicaria spodochroa (Hoffm.) DC.","lichens"
"Umbilicaria torrefacta (Lightf.) Schrad.","lichens"
"Umbilicaria vellea (L.) Hoffm.","lichens"
"Umbilicaria virginis Schaer.","lichens"
"Usnea barbata (L.) Weber ex F.H.Wigg","lichens"
"Usnea chaetophora Stirt.","lichens"
"Usnea cornuta Körb.","lichens"
"Usnea diplotypus Vain.","lichens"
"Usnea filipendula Stirt.","lichens"
"Usnea flammea Stirt.","lichens"
"Usnea florida (L.) F.H.Wigg.","lichens"
"Usnea foveata Vain.","lichens"
"Usnea fragilescens Hav. ex Lynge","lichens"
"Usnea fulvoreagens (Räsänen) Räsänen","lichens"
"Usnea glabrata (Ach.) Vain.","lichens"
"Usnea glabrescens (Nyl. ex Vain.) Vain.","lichens"
"Usnea hirta (L.) F.H.Wigg.","lichens"
"Usnea lapponica Vain.","lichens"
"Usnea longissima Ach.","lichens"
"Usnea madeirensis Motyka","lichens"
"Usnea subfloridana Stirt.","lichens"
"Usnea substerilis Motyka","lichens"
"Usnea wasmuthii Räsänen","lichens"
"Varicellaria rhodocarpa (Körb.) Th.Fr.","lichens"
"Verrucaria acrotella Ach.","lichens"
"Verrucaria acrotelloides A.Massal.","lichens"
"Verrucaria aethiobola Wahlenb.","lichens"
"Verrucaria amphibia Clemente","lichens"
"Verrucaria anziana Garov.","lichens"
"Verrucaria aquatilis Mudd","lichens"
"Verrucaria arnoldii J.Stein","lichens"
"Verrucaria caerulea DC.","lichens"
"Verrucaria caerulea DC.","lichens"
"Verrucaria caesiopsila Anzi","lichens"
"Verrucaria calciseda DC.","lichens"
"Verrucaria cataleptoides (Nyl.) Nyl.","lichens"
"Verrucaria ceuthocarpa Wahlenb., 1803","lichens"
"Verrucaria cinereoatrata Degel.","lichens"
"Verrucaria cyanea A.Massal.","lichens"
"Verrucaria degelii R.Sant.","lichens"
"Verrucaria devergens Nyl.","lichens"
"Verrucaria deversa Vain.","lichens"
"Verrucaria ditmarsica Erichsen","lichens"
"Verrucaria dufourii DC.","lichens"
"Verrucaria erichsenii Zschacke","lichens"
"Verrucaria floerkeana Dalla Torre & Sarnth.","lichens"
"Verrucaria foveolata (Flörke) A.Massal.","lichens"
"Verrucaria funckii (Spreng.) Zahlbr.","lichens"
"Verrucaria fuscella (Turner) Winch","lichens"
"Verrucaria griseocinerascens (Vain.) Zschacke","lichens"
"Verrucaria gudbrandsdalensis Zschacke ex H.Magn.","lichens"
"Verrucaria halizoa Leight.","lichens"
"Verrucaria halophiloides Vain.","lichens"
"Verrucaria hochstetteri Fr.","lichens"
"Verrucaria hydrela Ach.","lichens"
"Verrucaria integra (Nyl.) Nyl.","lichens"
"Verrucaria internigrescens (Nyl.) Erichsen","lichens"
"Verrucaria laevata Ach.","lichens"
"Verrucaria latebrosa Körb.","lichens"
"Verrucaria leightonii Hepp","lichens"
"Verrucaria lyngei Servít","lichens"
"Verrucaria macrostoma DC.","lichens"
"Verrucaria magnussoniana Servít","lichens"
"Verrucaria margacea (Wahlenb.) Wahlenb.","lichens"
"Verrucaria maura Wahlenb.","lichens"
"Verrucaria mucosa Wahlenb.","lichens"
"Verrucaria muralis Ach.","lichens"
"Verrucaria nigrescens Pers.","lichens"
"Verrucaria obnigrescens Nyl.","lichens"
"Verrucaria osloënsis H.Magn.","lichens"
"Verrucaria pachyderma Arnold","lichens"
"Verrucaria praetermissa (Trevis.) Anzi","lichens"
"Verrucaria prominula Nyl.","lichens"
"Verrucaria pycnosticta Vain.","lichens"
"Verrucaria rejecta Th.Fr.","lichens"
"Verrucaria rheitrophila Zschacke","lichens"
"Verrucaria schindleri Servít","lichens"
"Verrucaria striatula Wahlenb.","lichens"
"Verrucaria subfossans Vain.","lichens"
"Verrucaria tectorum (A.Massal.) Körb.","lichens"
"Verrucaria tristis (A.Massal.) Kremp.","lichens"
"Verrucaria umbrinula Nyl.","lichens"
"Verrucaria viridula (Schrad.) Ach.","lichens"
"Verrucaria xyloxena Norman","lichens"
"Vestergrenopsis elaeina (Wahlenb.) Gyeln.","lichens"
"Vestergrenopsis isidiata (Degel.) E.Dahl","lichens"
"Vezdaea leprosa (P.James) Vĕzda","lichens"
"Vezdaea retigera Poelt & Döbbeler","lichens"
"Vulpicida juniperinus (L.) J.-E.Mattsson & M.J.Lai","lichens"
"Vulpicida pinastri (Scop.) J.-E.Mattsson & M.J.Lai","lichens"
"Vulpicida tubulosus (Schaer.) J.-E.Mattsson & M.J.Lai","lichens"
"Wadeana minuta Coppins & P.James","lichens"
"Xanthoparmelia conspersa (Ehrh. ex Ach.) Hale","lichens"
"Xanthoparmelia mougeotii (Schaer. ex D.Dietr.) Hale","lichens"
"Xanthoparmelia somloensis (Gyeln.) Hale","lichens"
"Xanthoparmelia tinctina (Maheu & A.Gillet) Hale","lichens"
"Xanthoria borealis R.Sant. & Poelt","lichens"
"Xanthoria candelaria (L.) Th.Fr.","lichens"
"Xanthoria elegans (Link) Th.Fr.","lichens"
"Xanthoria fulva (Hoffm.) Poelt & Petut.","lichens"
"Xanthoria parietina (L.) Th.Fr.","lichens"
"Xanthoria polycarpa (Hoffm.) Rieber","lichens"
"Xanthoria sorediata (Vain.) Poelt","lichens"
"Xanthoria ulophyllodes Räsänen","lichens"
"Xylographa parallela (Ach.) Behlen & Desbe","lichens"
"Xylographa trunciseda (Th.Fr.) Minks","lichens"
"Xylographa vitiligo (Ach.) J.R.Laundon","lichens"
"Zahlbrucknerella calcarea (Herre) Herre","lichens"
"Circus aeruginosus (Linnaeus, 1758)","groundNestingBirds"
"Circus cyaneus (Linnaeus, 1766)","groundNestingBirds"
"Circus macrourus (S.G.Gmelin, 1770)","groundNestingBirds"
"Circus pygargus (Linnaeus, 1758)","groundNestingBirds"
"Alopochen aegyptiaca (Linnaeus, 1766)","groundNestingBirds"
"Anas acuta Linnaeus, 1758","groundNestingBirds"
"Anas crecca Linnaeus, 1758","groundNestingBirds"
"Anser albifrons (Scopoli, 1769)","groundNestingBirds"
"Anser anser (Linnaeus, 1758)","groundNestingBirds"
"Anser brachyrhynchus Baillon, 1834","groundNestingBirds"
"Anser erythropus (Linnaeus, 1758)","groundNestingBirds"
"Anser fabalis (Latham, 1787)","groundNestingBirds"
"Aythya ferina (Linnaeus, 1758)","groundNestingBirds"
"Aythya fuligula (Linnaeus, 1758)","groundNestingBirds"
"Aythya marila (Linnaeus, 1761)","groundNestingBirds"
"Aythya nyroca (Güldenstädt, 1770)","groundNestingBirds"
"Branta bernicla (Linnaeus, 1758)","groundNestingBirds"
"Branta canadensis (Linnaeus, 1758)","groundNestingBirds"
"Branta leucopsis (Bechstein, 1803)","groundNestingBirds"
"Clangula hyemalis (Linnaeus, 1758)","groundNestingBirds"
"Cygnus columbianus (Ord, 1815)","groundNestingBirds"
"Cygnus cygnus (Linnaeus, 1758)","groundNestingBirds"
"Cygnus olor (J.F.Gmelin, 1789)","groundNestingBirds"
"Histrionicus histrionicus (Linnaeus, 1758)","groundNestingBirds"
"Mareca penelope (Linnaeus, 1758)","groundNestingBirds"
"Mareca strepera (Linnaeus, 1758)","groundNestingBirds"
"Marmaronetta angustirostris (Ménétries, 1832)","groundNestingBirds"
"Melanitta fusca (Linnaeus, 1758)","groundNestingBirds"
"Melanitta nigra (Linnaeus, 1758)","groundNestingBirds"
"Mergus serrator Linnaeus, 1758","groundNestingBirds"
"Netta rufina (Pallas, 1773)","groundNestingBirds"
"Oxyura jamaicensis (J.F.Gmelin, 1789)","groundNestingBirds"
"Oxyura leucocephala (Scopoli, 1769)","groundNestingBirds"
"Polysticta stelleri (Pallas, 1769)","groundNestingBirds"
"Somateria mollissima (Linnaeus, 1758)","groundNestingBirds"
"Somateria spectabilis (Linnaeus, 1758)","groundNestingBirds"
"Spatula clypeata (Linnaeus, 1758)","groundNestingBirds"
"Spatula querquedula (Linnaeus, 1758)","groundNestingBirds"
"Caprimulgus europaeus Linnaeus, 1758","groundNestingBirds"
"Caprimulgus ruficollis Temminck, 1820","groundNestingBirds"
"Callipepla californica (Shaw, 1798)","groundNestingBirds"
"Colinus virginianus (Linnaeus, 1758)","groundNestingBirds"
"Alectoris barbara (Bonnaterre, 1790)","groundNestingBirds"
"Alectoris graeca (Meisner, 1804)","groundNestingBirds"
"Alectoris chukar (J.E.Gray, 1830)","groundNestingBirds"
"Alectoris rufa (Linnaeus, 1758)","groundNestingBirds"
"Bonasa bonasia (Linnaeus, 1758)","groundNestingBirds"
"Coturnix coturnix (Linnaeus, 1758)","groundNestingBirds"
"Francolinus francolinus (Linnaeus, 1766)","groundNestingBirds"
"Chrysolophus amherstiae (Leadbeater, 1829)","groundNestingBirds"
"Chrysolophus pictus (Linnaeus, 1758)","groundNestingBirds"
"Lagopus lagopus (Linnaeus, 1758)","groundNestingBirds"
"Lagopus muta (Montin, 1781)","groundNestingBirds"
"Lyrurus mlokosiewiczi (Taczanowski, 1875)","groundNestingBirds"
"Lyrurus tetrix (Linnaeus, 1758)","groundNestingBirds"
"Meleagris gallopavo Linnaeus, 1758","groundNestingBirds"
"Perdix perdix (Linnaeus, 1758)","groundNestingBirds"
"Phasianus colchicus Linnaeus, 1758","groundNestingBirds"
"Syrmaticus reevesii (J.E.Gray, 1829)","groundNestingBirds"
"Tetrao urogallus Linnaeus, 1758","groundNestingBirds"
"Tetraogallus caspius (S.G.Gmelin, 1784)","groundNestingBirds"
"Tetraogallus caucasicus (Pallas, 1811)","groundNestingBirds"
"Gavia adamsii (G.R.Gray, 1859)","groundNestingBirds"
"Gavia arctica (Linnaeus, 1758)","groundNestingBirds"
"Gavia immer (Brunnich, 1764)","groundNestingBirds"
"Gavia stellata (Pontoppidan, 1763)","groundNestingBirds"
"Anthropoides virgo (Linnaeus, 1758)","groundNestingBirds"
"Grus grus (Linnaeus, 1758)","groundNestingBirds"
"Crex crex (Linnaeus, 1758)","groundNestingBirds"
"Fulica atra Linnaeus, 1758","groundNestingBirds"
"Fulica cristata Gmelin, 1789","groundNestingBirds"
"Gallinula chloropus (Linnaeus, 1758)","groundNestingBirds"
"Porphyrio porphyrio (Linnaeus, 1758)","groundNestingBirds"
"Porzana porzana (Linnaeus, 1766)","groundNestingBirds"
"Rallus aquaticus Linnaeus, 1758","groundNestingBirds"
"Zapornia parva (Scopoli, 1769)","groundNestingBirds"
"Zapornia pusilla (Pallas, 1776)","groundNestingBirds"
"Burhinus oedicnemus (Linnaeus, 1758)","groundNestingBirds"
"Glareola nordmanni Fischer von Waldheim, 1842","groundNestingBirds"
"Glareola pratincola (Linnaeus, 1766)","groundNestingBirds"
"Haematopus ostralegus Linnaeus, 1758","groundNestingBirds"
"Eudromias morinellus (Linnaeus, 1758)","groundNestingBirds"
"Charadrius alexandrinus Linnaeus, 1758","groundNestingBirds"
"Charadrius asiaticus Pallas, 1773","groundNestingBirds"
"Charadrius dubius Scopoli, 1786","groundNestingBirds"
"Charadrius hiaticula Linnaeus, 1758","groundNestingBirds"
"Charadrius leschenaultii R.Lesson, 1826","groundNestingBirds"
"Pluvialis apricaria (Linnaeus, 1758)","groundNestingBirds"
"Pluvialis squatarola (Linnaeus, 1758)","groundNestingBirds"
"Vanellus gregarius (Pallas, 1771)","groundNestingBirds"
"Vanellus leucurus (M.H.K.Lichtenstein, 1823)","groundNestingBirds"
"Vanellus spinosus (Linnaeus, 1758)","groundNestingBirds"
"Vanellus vanellus (Linnaeus, 1758)","groundNestingBirds"
"Gelochelidon nilotica (J.F.Gmelin, 1789)","groundNestingBirds"
"Hydrocoloeus minutus (Pallas, 1776)","groundNestingBirds"
"Hydroprogne caspia (Pallas, 1770)","groundNestingBirds"
"Chlidonias hybrida (Pallas, 1811)","groundNestingBirds"
"Chlidonias leucopterus (Temminck, 1815)","groundNestingBirds"
"Chlidonias niger (Linnaeus, 1758)","groundNestingBirds"
"Larus argentatus Pontoppidan, 1763","groundNestingBirds"
"Larus armenicus Buturlin, 1934","groundNestingBirds"
"Larus audouinii Payraudeau, 1826","groundNestingBirds"
"Larus canus Linnaeus, 1758","groundNestingBirds"
"Larus fuscus Linnaeus, 1758","groundNestingBirds"
"Larus genei Brème, 1839","groundNestingBirds"
"Larus ichthyaetus Pallas, 1773","groundNestingBirds"
"Larus melanocephalus Temminck, 1820","groundNestingBirds"
"Larus michahellis J.F.Naumann, 1840","groundNestingBirds"
"Larus ridibundus Linnaeus, 1766","groundNestingBirds"
"Onychoprion fuscatus (Linnaeus, 1766)","groundNestingBirds"
"Sterna dougallii Montagu, 1813","groundNestingBirds"
"Sterna hirundo Linnaeus, 1758","groundNestingBirds"
"Sterna paradisaea Pontoppidan, 1763","groundNestingBirds"
"Sternula albifrons (Pallas, 1764)","groundNestingBirds"
"Thalasseus bengalensis (R.Lesson, 1831)","groundNestingBirds"
"Thalasseus sandvicensis (Latham, 1787)","groundNestingBirds"
"Xema sabini (Sabine, 1819)","groundNestingBirds"
"Himantopus himantopus (Linnaeus, 1758)","groundNestingBirds"
"Recurvirostra avosetta Linnaeus, 1758","groundNestingBirds"
"Actitis hypoleucos (Linnaeus, 1758)","groundNestingBirds"
"Arenaria interpres (Linnaeus, 1758)","groundNestingBirds"
"Calidris alba (Pallas, 1764)","groundNestingBirds"
"Calidris alpina (Linnaeus, 1758)","groundNestingBirds"
"Calidris canutus (Linnaeus, 1758)","groundNestingBirds"
"Calidris falcinellus (Pontoppidan, 1763)","groundNestingBirds"
"Calidris maritima (Brünnich, 1764)","groundNestingBirds"
"Calidris melanotos (Vieillot, 1819)","groundNestingBirds"
"Calidris minuta (Leisler, 1812)","groundNestingBirds"
"Calidris pugnax (Linnaeus, 1758)","groundNestingBirds"
"Calidris temminckii (Leisler, 1812)","groundNestingBirds"
"Gallinago gallinago (Linnaeus, 1758)","groundNestingBirds"
"Gallinago media (Latham, 1787)","groundNestingBirds"
"Gallinago stenura (Bonaparte, 1831)","groundNestingBirds"
"Limosa lapponica (Linnaeus, 1758)","groundNestingBirds"
"Limosa limosa (Linnaeus, 1758)","groundNestingBirds"
"Lymnocryptes minimus (Brünnich, 1764)","groundNestingBirds"
"Numenius arquata (Linnaeus, 1758)","groundNestingBirds"
"Numenius phaeopus (Linnaeus, 1758)","groundNestingBirds"
"Phalaropus fulicarius (Linnaeus, 1758)","groundNestingBirds"
"Phalaropus lobatus (Linnaeus, 1758)","groundNestingBirds"
"Scolopax rusticola Linnaeus, 1758","groundNestingBirds"
"Tringa erythropus (Pallas, 1764)","groundNestingBirds"
"Tringa glareola Linnaeus, 1758","groundNestingBirds"
"Tringa nebularia (Gunnerus, 1767)","groundNestingBirds"
"Tringa stagnatilis (Bechstein, 1803)","groundNestingBirds"
"Tringa totanus (Linnaeus, 1758)","groundNestingBirds"
"Xenus cinereus (Güldenstädt, 1775)","groundNestingBirds"
"Catharacta skua Brünnich, 1764","groundNestingBirds"
"Stercorarius longicaudus Vieillot, 1819","groundNestingBirds"
"Stercorarius parasiticus (Linnaeus, 1758)","groundNestingBirds"
"Stercorarius pomarinus (Temminck, 1815)","groundNestingBirds"
